QID,Prediction
Q94,您这种情况不是拉线的问题，这是由于节气门发卡的问题，您可以先把节气门清洗一下，由于它有灰尘，导致冷车，或者是时间长了之后，热胀冷缩，卡住了节气门，所以会感觉稍微重一点。先清洗一下试一试如果是还不行的话，那么就进行节气门的微调，稍微的顶一下就可以了。
Q95,空调滤芯儿，正常的话应该在二百原车的加上外面的70，火花塞是双铂金博士的原车的100，刹车油用大众原厂的dot4的换下来200块，变速箱油正常的话应该是350。点火线圈不用，只要没有问题就不用换。
Q96,你好检查一下轮胎是不是吃胎，检查一下底盘做一下四轮定位。
Q97,需要把减震器拆下来检查。需要更换减震器。
Q98,您好建议检查方向助力，转向位置传感器。您好，可以到汽配城买个这样的插头插上再接线，您拍个照片我给您研究一下怎么接。
Q99,你好一般情况下前轮四万公里更换一次后轮六到八万公里更换一次这只是理论情况，也根据司机的开车习惯路况的不同更换周期有所变动。
Q100,您好，您的记录仪不支持32g内存卡。可以支持16g的。
Q101,你好，这是闪光继电器坏，换个就好了。
Q102,你好，这是不正常的，这一般被叫做怠速不稳，一般是节气门积碳，喷油嘴积碳，时间长没有清洗，是时候保养，顺便检查下别的地方，是否有漏气，未进行及时保养维护导致的。
Q103,你好，没有影响，但是今后一定要注意，影响安全。
Q104,建议更换一个玻璃自动升降器试试。您好，这属于玻璃升降器里面有个小系统导致的，建议换一个试一下。
Q105,检查一下变速箱油缺不缺，不缺的话，更换一下变速箱油试试。这款车最多60000更换。
Q106,撒点水，试试看，不响了，就说明雨刷老化造成的，更换新的就好了，还响，检查连接部位发生干涉造成的，建议你去维修店让师傅看看。处理一下就好了。
Q107,你好，可能是刮水器电机坏了，更换电机70-150左右。不算贵，个个地方工时不一样。
Q108,您好，如果没有加转向助力口就是电子助力方向的。您好，漏油要从下到上端查，一直查到上端开始没有油就说你那个地方漏油，您给我的看不清楚很像空调压缩机，因为液压动力转向泵轿车不是太大。
Q109,你好，清洗一下节气门火花塞检查一下好不好不好了进行更换。
Q110,您好，需要更换新的发电机，如果有外壳配件也可以更换外壳。如果一直响就再调紧一点就可以了，刚开始有点响没有多大关系。
Q111,你好，需要拆前杠的。我的回答希望能够帮你。
Q112,这个后刹车片是必须连同感应线一起更换的。这个就是两种情况，一种是前刹车片没有安装到位，或者没有更换感应线。
Q113,要检查控制器，线路。自己拆不了，不好拆装。
Q114,您好，一般散热风扇在90的时候会开启风扇，建议检查冷却系，您可以当他转的时候拔掉温控开关插头看看转不转。如果没有打开空调AC开关，冷车还转建议检查温控开关和风扇继电器了。
Q115,4S店大概800元左右，一般看机油怎么样，好机油是全合成的都在500元左右了。半合成机油两百多。
Q116,皮带松了造成的，紧紧皮带就好了。建议你去维修店让师傅看看。
Q117,检查车窗保险有问题造成的。
Q118,要的，而且价格会比别的面贵一点。
Q119,信息娱乐系统-5f-功能开启默认1开启，新款是2，0是关闭。
Q120,你好，刹车报警灯你的刹车片需要更换了。或刹车油少了。
Q121,你好，需要进行清洗一下。不建议自己清洗，清洗完后需要进行节气门匹配这个自己无法完成的。
Q122,您好，都不用拆。汽车外观标志不得更改，灯光不能用疝气灯，汽车改色不得超过百分之20。
Q123,看起来没有被碰过的迹象。可能是出厂时打的胶粘不住引起的。
Q124,你好，你的情况建议做大保养，更换全车油系，包括机油三滤，空滤滤芯，变速箱油，刹车油。还有检查下节气门积碳必要做节气门跟喷油嘴的积碳清洗。
Q125,你好，这个是直接对链条的，聊天上有几号，很简单。希望我的回答可以帮助到你。
Q126,你好，首先给电瓶充电了，你的问题是电瓶馈电造成的。
Q127,造成发动机抖动行驶出现抖动的情况。如果在路上行驶进里面什么形式的维修站，用诊断设备读取故障码，根据故障码的提示检查维修。
Q128,转向柱模块N80坏了。
Q129,带透镜的亮度高。
Q130,现在跑一共跑多少万公里，缸压值也没问题的。机械的没有故障，看看电路的，是不哪里打铁不良。
Q131,你好，锁块有问题。需要更换，我因为人没有在现厂，只能怀疑，没有办法百分百的确定。
Q132,你好，更换机油是不会引起加速不良以及动力不足现象的，很有可能是心理作用另外一点就是新更换的机油粘度比较大会导致发动机运作中阻力变大引起的建议你行驶一段时间就可以了。
Q133,你好，根据你的没事是发动机高压喷油嘴工作的所以，这是因为该车型是缸内直喷发动机，所以喷油嘴工作的压力比较高才会有这个声音是正常现象。
Q134,随时联系
Q135,你好，根据你的描述来看，首先是怠速状态下处于驻车档，有较大的哐当音，应该是发动机发出的声音，产生此种声音一般是有某个带轮存在较大的旷量或者是外部皮带老化磨损严重导致，因为没有实际去听此声音，所以不好确定具体的异响部位。另外，还要检查下排气管的内部消音器是否有脱落的情况。
Q136,你好，如果这两种方法都无法关闭的开启的话就说明右后玻璃升降机或者是相关线路出现问题引起引起的由于车辆在保修期内建议你到4S店拆下来检查一下如果有问题4S店也会帮你保修解决。
Q137,你好，根据你的描述是变速箱内部发出来的声音这是因为变速箱内部换挡机构配合不好导致的建议你到4S店做一下变速箱软件升级就可以了。
Q138,您好，通用的，完全没有问题。您好，请您参照这个就可以了。
Q139,其实里面只要有机油，那么就没有问题，换句话说，机油压力指示灯没亮，那么机油就能够被吸上来润滑发动机。这种情况是在仪表上面显示的，是一个红色的机油压力指示灯，我觉得肯定是没有问题的，修理人员经常这么做，那肯定是有数的。
Q140,你好，这是考虑到维修内部故障的时候需要拆装里面的大型零部件的时候比较好拿出来比如拆仪表台之类的时候车门开度大的话就比较好拿出来。
Q141,你好，熄火以后有水滴声和哒哒声是因为排气管上面的三元催化热胀冷缩引起的是正常现象。熄火后风扇转动一会是正常的，由于发动机内部水温比较高所以需要风扇着运转一会进行散热。
Q142,你好，大众原厂全合成机油确实可以行驶一万公里在更换当时考虑到国内路况最好是八千公里更换一次，下次更换机油的时候你可以选择嘉实多或者是美孚全合成机油。
Q143,半合成油。全合成油。
Q144,你好，当然是凌渡280车型要好一点凌渡280属于高功率版发动机而速腾230是低功率版发动机。
Q145,功放不行。调没有。
Q146,机油，机滤，汽滤。检查空滤，空调滤。
Q147,随时联系
Q148,4S店1400左右。修理店900左右。
Q149,你好，车载吸尘器效果还是不错的可以有效清理缝隙里面的灰尘以及垃圾。
Q150,你好，颜色一样防冻液，成分就是一样的。可以混合使用。
Q151,你好，四个轮胎胎压不一样了，建议补充胎压，然后复位就可以了。用电脑复位。
Q152,您好，这是轮胎使用平衡导致的，做个轮胎动平衡就行了。
Q153,缺冷媒。
Q154,漏气导致背压不足，也会出现加速无力的。漏气是肯定影响动力的。
Q155,可以单独更换一条。
Q156,您好，修理店就可以修，近光没有查查线路和继电器，组合开关，保险丝，灯泡。您好，修理店都可以修。
Q157,您好，摄像头到DVD线路或者摄像头有问题。
Q158,到钣金店500块钱，不换保险杠，换保险杠一千块钱左右。
Q159,旋转钮后部向上推翘起，下拉闭合旋转差异位置天窗打开程度差异，遮光沙窗打开关闭按旋转钮里的箭头一下，到位后在按一下，停止如不再按的话完全打开关闭后自动停止.。顶棚灯上有个圆形开关象右拧就是平移打开天窗如果象上按对就是像天的方向按就是让天窗一边翘起来。
Q160,建议用柏油清洗剂喷点擦拭。
Q161,您好后轮轴承，或者后桥差速器里的响声。建议到修理店去检查一下，我经验判断是后桥差速器的响声，建议拆下来调整一下里面的间隙就好了。
Q162,您好，建议清洗一下节气门，您的爱车是手动挡。您好，建议更换一下变速箱油再试一下，轻微的顿戳感是没有问题的，如果比较大建议换个油看看。
Q163,好的，这款车容易出问题的就是娱乐系统控制单元，在你车手套箱里的那个。点击关注我，有问题可以一对一的进行电话。
Q164,你开车时从高处下来低处慢一点就有可能不会那么容易鼓包。换回正常胎就行不要换扁平胎。
Q165,你好车主，这种情况一般情况下有两种可能性，一是喇叭本身有问题导致的，二是车辆方向盘盖下面喇叭触点虚接，具体还需要去修理厂检查一下才能确定，你可以关注我，以后有问题可以一对一咨询我。
Q166,你好，如果是普通465机器那么缸盖是一样的，只是进排气支管不一样。面包也有不带分电器的。
Q167,跑多少公里，加多少水。需要检查，主副驾驶脚下，发动机后边的水管，还有看机油里有没有白沫，还有排气管里水汽大不大，都需要检查的，最好上专业的地方做个全面检查。
Q168,你好，可以查到右侧那个插孔里面那是专用的外接电源使用了。左侧那个点烟器插孔主要点烟用，所以有时候你买那个充电让这可能就是不合适。
Q169,更换一个就可以了。
Q170,下载AVI格式，MP4，3G，格式视频播放，详细信息可以参考多媒体使用手册。
Q171,变速箱有故障，车没有停稳，直接挂P挡或者倒挡，对变速箱损害非常大，建议修变速箱。您可以去4S店咨询一下，不是大修，属于小修。
Q172,有可能是你启动马达打久了。应该不会影响什么首保叫人给你试一下。
Q173,您换一根线试试。那个usb是插u盘的好像。
Q174,先保养完车子然后复位，手动复位方法仪表板右侧按扭进行手动归零，具体步骤如下1关闭点火开关2同时按住两个箭头按扭，然后接通点火开关。您好，如果确实找不到可以使用解码仪归零。
Q175,你好，新刹车片需要磨合一段时间就好了，因为新刹车片和旧刹车盘接触面不能达到完全接触，所以会出现刹车偏软的。
Q176,转数高了肯定声音要大一些。是不是到了该换机油的时候了。
Q177,您好，首先建议检测一下电瓶，电瓶用了几点了，然后冷车难启动的问题，建议你检查一下水温，进气温度，还有氧传感器是否工作正常，一般是这几个点。主要看你的氧传感器电压波动，还有就是你的燃油修正数据，这些都是需要电脑看的。
Q178,你反馈的问题的话，火花塞点火不好的话以及汽油泵压力低的话都会影响启动的。如果车辆已经行驶了3万公里之后拉以及节气门体一直也没有清洗过，或者是火花塞没有更换过的话，那么建议可以做一下更换和清洗另外的话汽油泵压力做一个测量。
Q179,轴承可以尽早更换加油那个处理积碳没有什么用可以跑高速是可以的。哦哦应该问题不大有可能是轴承或者轮胎原因。
Q180,有个生产日期的地方。轮胎胎肩有标识，生产日期的在外边。
Q181,你好，大灯不聚光的话，建议加装一个透镜，加装透镜之后就聚光了，这个您可以到大型装潢店加装，LED的灯光亮度没问题的，另外灯光照的特别高，这个是可以调节的，大灯后面有调节器，到维修店或4s店调节一下就可以了，调到合适的视线。
Q182,顺便一起修理了撒。肯定撒。
Q183,你好，看一下倒档开关螺丝。在变速箱上面有个24的大螺丝。
Q184,抛光处理。
Q185,你好，大概二百左右，5万公里或两年更换一次。
Q186,尊敬的车主你好，好的车膜可以隔热，防紫外线，如果玻璃有破损贴过膜的玻璃不会掉玻璃渣。为防止影响视线可以选用浅色太阳膜。
Q187,尊敬的车主你好，3M或龟博士的上光蜡效果都很好，老牌质量有保证。尊敬的车主你好。
Q188,轮胎的质量是非常不错的。所以说必须要去实体店购买，这个有质量保证的，网上买的话，出现问题，你也找不见人换轮胎的时候，轮胎上有出厂日期，让维修人员帮您指一下，出厂日期在3个月之内的都是新轮胎。
Q189,尊敬的车主你好，这个故障现象是爱车的胎压监测系统出现故障。显示胎压传感器失效不工作，建议到4s店让专业师傳用解码器检测一下是胎压传感器故障或是电脑及线路故障。
Q190,你好这个一般建议定期检查车子下支臂那个衬套这个一般是没啥问题的这个建议每次保养检查下就可以这个还可以询问4s.店看看有啥有效的办法或者是解决方案。你好这样你可以购买去修理厂装就可以这个没有啥影响的这个请放心使用。
Q191,浇水之后再启动车辆，如果浇水之后启动车辆声音消失的话，那么就可以确定是发动机皮带的响声。或者是一个人坐在驾驶位置启动车辆，另一个人在发动机皮带的位置听一下声音，如果声音是从发动机皮带发出的话，这个就是发动机皮带响是属于正常情况。
Q192,若皮带涨紧力度正常，需要检查一下曲轴皮带轮和凸轮轴皮带轮是否异常磨损造成正时皮带和皮带轮啮合时发出异响。希望我的回答能够给予你帮助。
Q193,朋友晚上好，这款车可以改装大屏导航。如果您有时间还可以点击一下我的头像对我进行关注。
Q194,尊敬的车主你好，这种情况需要检查1，水箱以及所有的水管是否有漏水现象。3，检查发动机上水泵和新换的缸垫是否有泄漏。
Q195,尊敬的车主你好，若是想改氙气大灯可以选择雪莱特品牌的，质量不错。尊敬的车主你好，k2的节气门是电子节气门，如果节气门轻微脏污会造成热车怠速不稳，游速，耗油。
Q196,有时间您可以发张，我帮你参考一下。应该可以的，朋友。
Q197,您好，带上空调表，开空调，从低压加进去就行了，记得排空气。是得，它帽子上就是这样写的，h还是接上去，这个测高温空调散热情况的，不能超过15。
Q198,您好，这种情况应该是车身舒适模块有问题了。到4S店进行初始化一下。
Q199,道不至于自动熄火，没事的请放心使用。
Q200,你好，德系车的通病。
Q201,你好，照你这么说的有水喷不出来可能喷水头堵了。可以换掉的，你可以把它抽出来要么就是把它喷完，我一般在自来水里面加点洗洁精用的。
Q202,你好这个品牌没听过，建议使用知名度高点的牌子例如美孚壳牌嘉实多等建议购买时请到有认证过的店铺购买。
Q203,你好，好多问题都会影响发动机故障灯亮，因为发动机上有好多传感器就是来检测发动机工作的，所以要去修理店用电脑检测下就知道了。知道问题解决掉就不会亮了。
Q204,你好很高兴为你服务影响不大下次去保养顺便取出来为好。
Q205,随时联系
Q206,因为我们在正常维修当中的话，这个传感器的话大多数都是出现事故之后进行的损坏正常这样的情况的话，没有遇到坏的外界环境温度传感器。如果这个环境传感器的插头处于断开状态的话，那么就是零下四十度，而我们的空调的话也没有办法进行开启，因为已经零下了。
Q207,你好，检查一下汽油泵压力，机油压力，可以用吊瓶来测试一下空加油是否抖动。吊瓶就是清洗喷油嘴的那个东西，把里面加上汽油连接到发动机上，测试。
Q208,最好你到时候去看看别的马6那管接哪里的，再接。别乱接就行，不行去修理厂。
Q209,般不会出现，只有用到定时间更换一下油就好。是机械都会有问题，只要操作正常，加上平时的保养是没问题的。
Q210,发动机干吼买一瓶燃油宝试一试，清洗一下喷油嘴积炭。
Q211,是灯座接触不良。
Q212,重新梳理一下是不是更换正时套装时有地方没装到位，还有就是火花塞跟这车型匹配么。
Q213,在音响的设置上面，你再看一下有左右声道调节的。或者对照说明书上面音响面板设置。
Q214,你好这个一般是车子皮带松了导致的冷启动皮带打滑这不影响什么的这个建议有时间的话去修理厂紧下皮带就可以。
Q215,你好这个经常在市区跑的话还可以用用经常上高速的话就不建议使用了建议尽快更换。
Q216,你好，这个不是很贵，只是轴承加工时，大概200--300之间。
Q217,你把它全部装好，管路都安装到位，再试一试。为什么匹配节气门，车子问题是什么。
Q218,你好，防撞梁颜色不是一样的，大部分铁材质都是黑色的，有些铝合金材质是银色的，希望对你有帮助。
Q219,你好，接近一天的时间，材料加上工时不会超过600元。还有就是看看你是在什么地方更换，不同修理厂收费都是不一样的。
Q220,你好，没有影响的。几乎没有影响的，如果有损坏能感觉出来。
Q221,清理积碳。
Q222,你好，估计是冲了汽缸垫。再检查一下发动机内部是否受到损伤。
Q223,这个只需要更换一个怠速马达就可以了。检查一下火花塞。
Q224,你好，这是电动汽车或者油电混合的牌照。
Q225,一般开空调发动机负荷加大，有点抖动是正常的。那没问题，开空调都有点抖的，特别小排量车子比较明显。
Q226,你好，一般不漏水损耗很小的，在每次保养时让修理人员检查一下，如果缺少添加一点即可。三年或六万公里更换一次防冻液即可。
Q227,您好，正常，发动机热了会打开节温器和水箱循环，发动机没有达到温度所以节温器没有打开，水箱水自然就不会热了。您好，对的，暖风是发动机的小循环，水箱是大循环，小循环不受节温器限制属于一直循环。
Q228,该清洗节气门和油路系统了。大概在三百左右。
Q229,你好朋友，这种情况需要用电脑读取一下发动机电控系统的故障码和数据流，重点检查风扇控制模块是否有问题，用电脑做一下电子扇动作测试，你可以关注我，以后有问题可以一对一咨询我。P0070定义周围空气温度传感器电路周围空气温度传感器的作用是将外部空气温度以电信号的形式传输给电子控制单元ECU，以帮助发动机实现最佳空燃比。
Q230,您这款车在启动车辆之后，电瓶的电量在14伏左右，而发电机的发电量也应该在十四伏左右。如果确定电瓶以及发电机都没有问题的话，就需要检查一下打铁是否正常。
Q231,你好，这是正常的，换档的快慢与变速箱内部油压的建立是有关系的，油压的高低与变速箱转数的快慢有关，当在平坦路行驶时，转数高，变速箱内部油压己建立，很快就会升档。当在坑洼路时，转数低，需加大油门后，等转数上升后，油压才慢慢建立，所以换档会延迟。
Q232,离合器分离不彻底，离合器踩到底，挂挡试试，如果还有声音可以把离合器拉线调一下。离合器踏板踩到底稍微等一下，出现打齿轮，肯定是分离不彻底，车辆跑了多少公里了。
Q233,有，底盘装甲主要是保护底盘，隔音不是主要的但是会有。
Q234,你好，建议做下四轮定位和动平衡。
Q235,在质保内建议你去更换，换新的没有问题。我觉得没有必要更换，反正影响又不大。
Q236,氮气可以有效降低轮胎内温度，高速行驶时胎温不易过高，不易爆胎。
